Legal Name,U SDOT Number,MC/MX/FF Numbers,Physical Address
L8 TRUCKING INC,3773227,MC-1347848,"222 GEORGIA AVE
 
 SAN BRUNO, CA   94066"
L&W AUTO,2799597,MC-1414597,"104 LLOYD DR
 
 SHELBY , NC   28152"
L&L TRANSPORTATION LLC,3845134,MC-1399674,"1814 N LESLEY AVE
 
 INDIANAPOLIS, IN   46218"
L&E LOGISTICS LLC,3312733,MC-1052612,"411 ASTON AVENUE
 
 MCCOMB, MS   39648"
L AND B LAHORIA INC,3869066,MC-1415921,"1410 E COMMERCIAL ST
 
 VICTORIA, TX   77901"
KYRIE H S DELIVERIES INC,3870186,MC-1416661,"9312 S 81ST CT
 
 HICKORY HILLS, IL   60457"
KYLEWAY TRUCKING LLC,3813606,MC-1402138,"5075 N 107TH ST
 
 MILWAUKEE, WI   53225"
KULISH TRANSPORT LLC,3865855,MC-1413782,"261 VETERANS PKWY APT 2103
 
 MURFREESBORO, TN   37128"
KTHREATT EXPRESS LLC,3869028,MC-1415896,"4627 PAGELAND HWY
 
 LANCASTER, SC   29720"
KRUZ EXPRESS TRUCKING LLC,3865854,MC-1413781,"1846 E INNOVATION PARK DR STE 100
 
 ORO VALLEY, AZ   85755"
KRM BROKERAGE LLC,3865369,MC-1413422,"342 MEANDER DR
 
 BULLHEAD CITY, AZ   86442"
KREWS HAULING & CONSTRUCTION LLC,3565701,MC-1411552,"3248 SOUTH AVE
 
 TOLEDO, OH   43609-1104"
KOLD TRUCKING LLC,3295648,MC-1044347,"49402 STAGECOACH DR
 
 BADGER, CA   93603"
KNOWONE LLC,3854108,MC-1405781,"5220 CAROL AVE
 
 FORT WORTH, TX   76105"
KMK UNIVERSAL TRANSPORT LLC,3850851,MC-1403599,"8401 WHEEL STONE DR APT 227
 
 FORT WORTH, TX   76120"
KMDZ LOGISTICS LLC,3856572,MC-1407448,"13800 PARKCENTER LN APT 640
 
 TUSTIN, CA   92782"
KMB TRANSPORT LLC,3841343,MC-1397050,"534 BUTLER TOWN RD
 
 CLARENDON, NC   28432"
KKIV ENTERPRISE INC,3867752,MC-1415062,"13525 TIDWELL RD STE 600
 
 HOUSTON, TX   77044"
KJB BROKERAGE LLC,3867494,MC-1414882,"80 LONGEST DR
 
 ST MATTHEWS, SC   29135"
KIRPA DYNASTY INC,3839509,MC-1395766,"8735 WILD IRSH DR
 
 GILROY, CA   95020"
KINGTSONS LLC,3867334,MC-1414774,"850 TIDEWATER DR STE B
 
 NORFOLK, VA   23504"
KINGSPORT HEATING AND AIR CONDITIONING INC,2462894,MC-1399164,"1905 BROOKSIDE LN
 
 KINGSPORT, TN   37660"
KING EXPEDITE LLC,3763233,MC-1340575,"1401 RUSTIC DR APT 4
 
 OCEAN, NJ   07712"
KIKILINAS ENTERPRISES,3862541,MC-1411450,"367 OTTERHOLE RD
 
 WEST MILFORD, NJ   07480"
KICK'N UP DUST TRANSPORT LLC,3844424,MC-1399204,"2634 SPANISH AVE
 
 GRANBURY, TX   76048"
KHAI HUGHEY & CO LLC,3688089,MC-1285550,"952 HIGHWAY 76
 
 ROSSTON, AR   71858"
KGTL LLC,2760623,MC-1416051,"6025 RUGBY AVE
 
 HUNTINGTON PK, CA   90255"
KEVIN RCK TRANSPORT INC,3871481,MC-1417532,"5501 NW 7TH ST APT E108
 
 MIAMI, FL   33126"
KESS TRUCKING LLC,3781481,MC-1353829,"848 N 215TH RD
 
 CHARLESTON, MO   63834"
KEOPLES ENTERPRISE LLC,3868463,MC-1415542,"1213 W MOREHEAD ST FL 5
 
 CHARLOTTE, NC   28208"
KEN'S DELIVERY LLC,3868869,MC-1415787,"1003 COUNTY ROAD 240
 
 GONZALES, TX   78629"
KENNETH & COMPANY LLC,3864397,MC-1412708,"560 GENTLE BREEZE LANE
 
 ROCK HILL, SC   29730"
KENNARD SMITH,3860533,MC-1410131,"506 VILLA DR
 
 LIVINGSTON, TN   38570"
KENKO TRUCKING LLC,3868759,MC-1415721,"298 RIDGEDALE AVE
 
 EAST HANOVER, NJ   07936"
KENDRICK LOGISTICS AND SOLUTIONS LLC,3138889,MC-1381219,"621 LIMONA WOODS DR
 
 BRANDON, FL   33510"
KC STOVES AND FIREPLACES,1806917,MC-1399894,"120 N MAIN STREET
 
 ALBURTIS, PA   18011"
KB LOGISTICS LLC,3817874,MC-1380412,"655 S RIVERSIDE DR APT 306A
 
 MEMPHIS, TN   38103"
KAY JAMES TRANSPORTATION INC,3841031,MC-1396850,"21653 MCDOWELL RD
 
 SAUCIER, MS   39574"
KAY CONNECTION LLC,3803120,MC-1369630,"37452 MANCHESTER ST
 
 PALMDALE, CA   93552"
KAWTHOOLEI FREIGHT LLC,3870223,MC-1416688,"41 POLARIS ST
 
 ROCHESTER, NY   14606"
KASTRO LOGISTICS LLC,3867638,MC-1414990,"7916 N 46TH AVE
 
 GLENDALE, AZ   85301"
KAST INC,3590523,MC-1215993,"2339 S CANNON DR APT A1
 
 MT PROSPECT, IL   60056"
KAMZ LOGISTICS LLC,3541729,MC-1182789,"140 NORDELL ST
 
 DARLINGTON, SC   29532"
KAIMAN TRANSPORT LLC,3854365,MC-1405959,"16 PATERSON AVE APT 2
 
 PATERSON, NJ   07522"
KAHSAY TRUCKING LLC,3797066,MC-1368826,"2810 HIGH PLATEAU DR
 
 GARLAND, TX   75044-5976"
KAAS TRUCKING LLC,3755487,MC-1334854,"315 NORTHRIDGE DR
 
 MINTO, ND   58261"
K9 HAULING LLC,3867095,MC-1415415,"20004 SAGE LN
 
 HONEY CREEK, IA   51542"
K2CE2 LLC,1947596,MC-37196,"2525 LITTLE JOHN COURT
 
 SAVANNAH, GA   31406"
K&R CARRIERS INC,3869754,MC-1416373,"14606 58 AVE
 
 SURREY , BC   V3S 1S2"
K&J BROTHERS LOGISTICS CORP,3832408,MC-1408590,"7314 EXTER WAY
 
 TAMPA, FL   33615"
K&H HAULING101 LLC,3869256,MC-1416049,"305 MARIA CT
 
 GLENN HEIGHTS, TX   75154"
K&D SERVICE INC,1686635,MC-619593,"329 WASHINGTON AVE
 
 IRON RIVER, MI   49935"
K BUILDERS GROUP LLC,3867627,MC-1414983,"186 SHANNON DR
 
 LEXINGTON, NC   27292"
K & K EXPRESS TRUCKING LLC,3747116,MC-1328729,"4639 WHITEHALL DR
 
 CLEVELAND, OH   44121"
JVR SOLUTIONS LLC,3854469,MC-1406028,"8614 N NEBRASKA AVE
 
 TAMPA, FL   33604"
JVM SERVICES LLC,3847587,MC-1401361,"242 NEW YORK AVE
 
 JERSEY CITY, NJ   07307"
JUWAYRIYA LLC,3870441,MC-1416857,"3909 PEPPERTREE LN
 
 SILVER SPRING, MD   20906"
JULIUS RICHARDSON,3868244,MC-1415401,"16426 SPLIT WILLOW DR
 
 HOUSTON, TX   77083"
JUKE PRO LOGISTICS LLC,3869284,MC-1416065,"6956 ROGERS PT
 
 LITHONIA, GA   30058"
JUGGERNAUT LOGISTIC SOLUTIONS LLC,3761250,MC-1339116,"12562 BANNOCK CT
 
 APPLE VALLEY, CA   92308"
JUAN R BONILLA,3870632,MC-1416976,"3705 1/2 SANTA ANA ST
 
 HUNTINGTON PK, CA   90255"
JUAN LUIS ELIAS GONZALEZ,3124628,MC-1409938,"800 BROOKSIDE DR
 
 WOODLAND, CA   95776-5736"
JT ROYAL LOGISTICS LLC,3870379,MC-1416811,"98 S MAIN ST
 
 UNION CITY, PA   16438"
JSS TRUCKING INC,3867816,MC-1415101,"2775 E 12TH ST APT 114
 
 BROOKLYN, NY   11235"
JS GILL EXPRESS INC,3869535,MC-1416238,"349 CHARDONNAY DR
 
 SALINAS, CA   93906"
JR TRANSPORT LLC,3865521,MC-1413545,"81 LEDGE RD APT 209
 
 NORTHFIELD, OH   44067"
JQF TRANSPORTATION LLC,3733401,MC-1387690,"886 LAKEVIEW DR
 
 SEGUIN, TX   78155-3129"
JPARKER PERFORMANCE LLC,3868962,MC-1415857,"608 S BROWNSVILLE ST
 
 TRENTON, TN   38382"
JP VETERANS TRANSPORT LLC,3850403,MC-1403269,"117 LANETTE CIR
 
 BARNESVILLE, GA   30204"
JOSSIER TRUCKING LLC,3867737,MC-1415052,"258 BAILEY ST
 
 LAWRENCE, MA   01843"
JOSEPH NIEMYJSKI,1366136,MC-1414755,"E6478 HORNBY HOLLOW RD
 
 VIROQUA, WI   54665"
JOSEPH KRAMBEER,2439204,MC-1415438,"4326 MALLARD AVE
 
 NORTHWOOD, IA   50459"
JOSEPH JORDAN TRANSPORT LLC,3867931,MC-1415186,"1130 EVANSTON ST
 
 SEBRING, FL   33870"
JOSE MARIA PARADA APARICIO,3558510,MC-1414557,"901 6TH AVE SPC 2
 
 HACIENDA HTS, CA   91745-1214"
JOSE CARLOS CARMONA,3866397,MC-1414131,"2817 N BELMONT PL
 
 GARDEN CITY, KS   67846"
JOSE A MERCADO SANDOVAL,3775412,MC-1349471,"3213 83RD ST S TRLR 35
 
 LAKEWOOD, WA   98499"
JOLEI TRANSPORTATION SERVICES CORP,3412536,MC-1416920,"742 W 30TH ST
 
 HIALEAH, FL   33012-5333"
JOHNSON AND FRECKS INVESTMENTS INC,3854252,MC-1405892,"467 ALDEN ST APT 2
 
 ORANGE, NJ   07050"
JODHA TRANSPORT INC,3846359,MC-1400515,"9585 SILVER AVE
 
 HESPERIA, CA   92344"
JNF LOGISTICS LLC,3297967,MC-1045521,"758 VILLARREAL DR
 
 CORPUS CHRISTI, TX   78416"
JNB TRUCKING LOGISTICS LLC,3868923,MC-1415826,"648 BACON ST
 
 COCOA, FL   32926"
JMNL TRUCKING LLC,3803554,MC-1369927,"4805 W VILLAGE WAY SE APT 1308
 
 SMYRNA, GA   30080"
JMB TRUCKING SERVICES LLC,3494306,MC-1151117,"4000 N STATE ROAD 7 STE 209A
 
 LAUD LAK, FL   33319"
JM LOGISTICS LLC,3865897,MC-1413811,"616 E 23RD ST
 
 WILMINGTON, DE   19802"
JLC TRUCKING LLC,3866223,MC-1414007,"611 COMMERCE STREET STE 2611-A94
 
 NASHVILLE, TN   37203"
JJS EXPRESS INC,3696338,MC-1291574,"73 RESERVOIR ST
 
 LAWRENCE, MA   01841"
JJ&C CARRIER LLC,3870990,MC-1417222,"401 COOPER LANDING RD STE C9
 
 CHERRY HILL, NJ   08002"
JH LOGISTICS INC,3697482,MC-1292393,"12827 OCASO AVE
 
 LA MIRADA, CA   90638"
JH & KIDS TRANSPORT INC,3868601,MC-1415618,"16275 E CRESTLINE PL
 
 CENTENNIAL, CO   80015"
JESUS ENRIQUE MARTINEZ AMBROSIO,3867272,MC-1414740,"26953 W ESCUDA DR
 
 BUCKEYE, AZ   85396"
JENLYN FREIGHT BROKERAGE LLC,3867682,MC-1415019,"3721 17TH ST SW
 
 LEHIGH ACRES, FL   33976"
JEFF ARMS TRUCKING LLC,3870057,MC-1416573,"3757 HIGHWAY 76
 
 ADAMS, TN   37010"
JEANTEL AUTO SERVICE LLC,3865781,MC-1413725,"512 GENERAL PATTERSON DR
 
 GLENSIDE, PA   19038"
JDP XPRESS LLC,3845051,MC-1399626,"305 NEWARK AVE
 
 UNION, NJ   07083"
JDJPLJ & ROMERO TRUCKING LLC,3689295,MC-1399581,"656 TYLER ST
 
 OAKLAND, CA   94603-2235"
JCHEEMA LOGISTIC CORP,3866617,MC-1414291,"13 FRESCONI CT
 
 NEW CASTLE, DE   19720"
JCF QUALITY LOGISTICS LLC,3868767,MC-1415725,"972 JACKSON ST
 
 LOCUST GROVE, GA   30248"
JC TRANSPORTS LLC,3869778,MC-1416393,"7163 ANDERSON ST
 
 PHILADELPHIA, PA   19119"
JC TOWING,3850253,MC-1403173,"600 MAIN ST APT 1808
 
 WORCESTER, MA   01608"
JC CASTILLO TRANSPORT LLC,3827017,MC-1386905,"527 LEHMAN ST
 
 LEBANON, PA   17046"
JBM TRUCKING LLC,3868172,MC-1415350,"2218 MARTIN LUTHER KING AVE E
 
 BRADENTON, FL   34208"
JBCHEZ EXPRESS LLC,1800037,MC-1416252,"7003 CAMINO VERDE DR
 
 HOUSTON, TX   77083"
JBC EXCAVATION LLC,3711868,MC-1414957,"2802 DURST ST
 
 NACOGDOCHES, TX   75964-4822"
JASON STRAW TRUCKING LLC,3868048,MC-1415270,"500 PEMBROKE DR
 
 BELLEVILLE, IL   62223"
JAIME PATRICK LOPEZ,3868134,MC-1415328,"7473 BRECKENRIDGE DR
 
 RIVERSIDE, CA   92506"
JAGUAR TRANSPORTATION SERVICE INC,3853271,MC-1405219,"2016 BARBERRY DR
 
 BUFORD, GA   30519"
JAFERI LLC,3866458,MC-1414179,"4235 W 222ND ST
 
 CLEVELAND, OH   44126"
JADE TRUCK CORP,3501875,MC-1415850,"227 W 32ND ST
 
 HIALEAH, FL   33012"
JACOB KRAFT LLC,3869261,MC-1416053,"710 LUTHER ST
 
 EADS, CO   81036"
JACKSON LOGISTIC MANAGEMENT LLC,3865484,MC-1413517,"12653 EDWARDS PL
 
 DENVER, CO   80239"
JACK CARRIERS LLC,3867385,MC-1414803,"8509 CALLOW CT
 
 LAREDO, TX   78045"
JACEMID SERVICES INC,3585113,MC-1212388,"9818 MAPLE LEAF DR
 
 MONTGOMRY VLG, MD   20886-1136"
JAC DELIVERY LLC,3819015,MC-1381258,"8151 COMMUNITY DR
 
 MANASSAS, VA   20109"
JABORI TRANSPORTATION LLC,3868221,MC-1415387,"7719 LITTLEFIELD BLVD
 
 DEARBORN, MI   48126"
JA ALL DAY TRANSPORT LLC,3752991,MC-1407887,"91 THRIVE RD UNIT 202
 
 DAVENPORT, FL   33896"
J3 TRANSPORT SOLUTIONS LLC,3837241,MC-1394156,"305 NOTTING HILL DR
 
 PERRY, GA   31069"
J3 CLEANING SERVICES,3869750,MC-1416369,"19076 RIVER ROCK DR
 
 FLINT, TX   75762"
J&M MOBILE HOME TRANSPORT LLC,3863624,MC-1412205,"9074 TOWNSHIP ROAD 1042
 
 BIG PRAIRIE, OH   44611"
J&J EXPRESS TRUCKING LLC,3850361,MC-1403243,"3150 W 52ND ST
 
 CLEVELAND, OH   44102"
J&J DELIVERY LLC,3859576,MC-1409479,"795 ROBBINS ST
 
 PERTH AMBOY, NJ   08861"
J&E TORRES TRANSPORT LLC,3866134,MC-1415881,"4320 TYNES WAY
 
 GARLAND, TX   75042-4643"
J L V TRUCKING INC,3853103,MC-1405092,"54 THORN CT
 
 NEW CASTLE, DE   19720"
J E T TRANSPORTATION LLC,3856016,MC-1407067,"4207 WHITFORD CT APT 1713
 
 GLEN ALLEN, VA   23060"
J DHILLON TRANSPORTATION LTD,3847040,MC-1412723,"34-1703 16 AVE NW
 
 EDMONTON, AB   T6T 2C3"
J BROTHERS ENTERPRISE LLC,3835765,MC-1393082,"220 FARMINGTON AVE APT2
 
 BRISTOL, CT   06010"
J BAR W TRUCKING LLC,3870694,MC-1417017,"218 E POPLAR AVE
 
 ENID, OK   73701"
J & M LEGACY LOGISTICS LLC,3865029,MC-1413170,"900 SE 5TH ST STE 22 PMB 1664
 
 BENTONVILLE, AR   72712"
J & G AUTOMOTIVE LLC,3819064,MC-1381288,"116 NORTH ST
 
 JERSEY CITY, NJ   07307"
J & C LOGISTICS TRANSPORTATION AND MORE LLC,3753986,MC-1333748,"3424 ALSUDA CT APT B
 
 INDIANAPOLIS, IN   46205"
J & A DUMPSTER AND HAULING LLC,3717752,MC-1405581,"1171 TARHEEL RD
 
 BENSON, NC   27504-9217"
IVORY JULIUS CHRISTOPHER,3868380,MC-1415488,"10318 CHEEVES
 
 HOUSTON, TX   77016"
IVAN SAID REYES,3860093,MC-1409839,"21645 LANE ST
 
 PERRIS, CA   92570"
IT'S THE LONG HAUL FOR US CORPORATION,3856989,MC-1407722,"2097 WIGGINS VILLAGE DR
 
 YOUNGSVILLE, NC   27596"
ISMAEL AMET CONSUEGRA,2949379,MC-1414792,"2703 PORTER RD
 
 KATY, TX   77493"
ISELAA TRUCKING LLC,3279646,MC-1415527,"11010 KIRKWELL DR
 
 HOUSTON, TX   77089"
ISABEL LLC,3853008,MC-1405035,"2404 S 15TH ST
 
 LAS VEGAS, NV   89104"
IRISH BROTHERS LLC,3052813,MC-1406220,"1386 SE LUND AVE STE 180
 
 PORT ORCHARD, WA   98366"
INTERSTATE FREIGHT,3857027,MC-1407752,"8949 BLUE GRASS DR
 
 STOCKTON, CA   95210"
INTERSITY EXPRESS LLC,3865036,MC-1413174,"1223 MAPLE GROVE LN
 
 ROCKVILLE, MD   20850"
INTER-CONTINENTAL RESOURCES LLC,3756920,MC-1335929,"355 LANIER AVENUE E STE F
 
 FAYETTEVILLE, GA   30214"
INTEGRITY TRUCKING LLC,3836652,MC-1393718,"1062 SAM HOUSTON CIR
 
 GALLATIN, TN   37066"
IN-ROUTE GLOBAL EXPRESS INCORPORATED,3867099,MC-1417232,"10438 LEM TURNER RD
 
 JACKSONVILLE, FL   32218-5051"
INFINITE LOGISTICS USA INC,3563724,MC-1197883,"8223 WASHINGTON ST
 
 ST LOUIS, MO   63114"
INFINITE LOGISTICS INC,3845344,MC-1399824,"102 S TEJON ST STE 1100
 
 COLORADO SPGS, CO   80903"
IMPRESS EXPRESS LLC,3843356,MC-1398426,"134 MAGNOLIA STREET
 
 HOT SPRINGS, AR   71901"
IIORI LLC,3847026,MC-1400985,"1072 E MAYFIELD DR
 
 SAN TAN VLY, AZ   85143-4967"
IID TRUCKING LLC,3568741,MC-1201363,"3 S PINE ISLAND RD APT 203
 
 PLANTATION, FL   33324"
ICL TRANSPORTATION LLC,3869167,MC-1415988,"214 N ROBERT E LEE AVE
 
 ROMA, TX   78584"
IBX,3526760,MC-1172589,"1 WINDMILL CHASE APT F
 
 SPARKS, MD   21152"
IBA TRANSPORT LLC,3864770,MC-1412969,"2260 118TH AVE NE
 
 BLAINE, MN   55449"
I PEREZ TRUCKING LLC,3859811,MC-1409645,"2150 SW 122ND AVE APT 1
 
 MIAMI, FL   33175"
I M TRUCKING SERVICES LLC,3867180,MC-1414677,"15442 SARANAC DR
 
 WHITTIER, CA   90604"
HW534 LLC,3841055,MC-1396867,"3909 W GREEN OAKS BLVD STE D
 
 ARLINGTON, TX   76016"
HUTCHWAY HAULING LLC,3711664,MC-1303126,"2921 W 71ST ST
 
 CHICAGO, IL   60629"
HUSTLIN LOGISTICS LLC,3821193,MC-1382786,"640 S 4TH ST
 
 WYTHEVILLE, VA   24382"
HUSS IMPLEMENT COMPANY,3550491,MC-1188900,"814 PLEASANT ST
 
 LA MOTTE, IA   52054"
HUNT'SVILLE TRUCKING LLC,3524444,MC-1171046,"3894 S HALIFAX ST
 
 AURORA, CO   80013"
HS ROADLINES INC,2733002,MC-1405209,"1822 GOLD POPPY ST
 
 MANTECA, CA   95337"
HOUSTON TRUCKING GROUP LLC,3849879,MC-1402912,"13208 VILLA VISTA DR APT 104
 
 ORLANDO, FL   32824"
HOUSE OF JACOB LLC,3868843,MC-1415772,"338 JOHN HOUSE LN
 
 ROSHARON, TX   77583"
HOTSHOT TRO-KS LLC,3834821,MC-1392430,"148 MCLAURIN AVE
 
 SUMMERVILLE, SC   29486"
HOPE TRUCKING & TRANSPORT LLC,3589700,MC-1414812,"46 KELLY WAY
 
 STAFFORD, VA   22556"
HOOPER TRUCKING LLC,2593909,MC-1417397,"3440 TOWNSHIP HWY 30 N
 
 SYCAMORE, OH   44882"
HONORABLE BOSS HAULING LLC,3524919,MC-1171365,"5969 TERRYTOWN PKWY
 
 INDIANAPOLIS, IN   46254"
HOMETOWN HERO LOGISTICS LLC,3809227,MC-1374004,"2200 RHONDA AVE
 
 OCEAN SPRINGS, MS   39564"
HOLT SALES AND SERVICE INC,2418062,MC-1408131,"2515 DEAN AVE
 
 DES MOINES, IA   50317"
HOLLINGTON TRUCKING LLC,3848507,MC-1402006,"2806 REX AVE
 
 N CHARLESTON, SC   29405"
HOLLIDAY SOLUTIONS LLC,3870228,MC-1416692,"128 MARBELLA CIR
 
 GREENVILLE, SC   29617"
HODAN LLC,3780809,MC-1353353,"216 SE 188TH AVE APT 74
 
 PORTLAND, OR   97233"
HO BAE TRUCKING LLC,3398525,MC-1408712,"3377 CALIFORNIA AVE
 
 SIGNAL HILL, CA   90755-4605"
HM TRANSPORT LLC,3801650,MC-1368599,"11215 OAK LEAF DR APT 1219
 
 SILVER SPRING, MD   20901"
HM KHALSA INC,3860905,MC-1410378,"154 GREENWAY TRL APT B
 
 CAROL STREAM, IL   60188"
HL DELIVERY SERVICE INC,3526377,MC-1403150,"312 PARK ST
 
 CONCORD, CA   94520"
HIM AT YOUR SERVICE TRUCKING LLC,3869651,MC-1416313,"599 STANLEY AVE
 
 COLUMBUS, OH   43206"
HIGUEY LLC,3870993,MC-1417224,"33 BEAUMONT RD
 
 ROCHESTER, NY   14616"
HIGHWAY TRANSPORT LLC,3757501,MC-1336341,"25108 113TH AVE SE
 
 KENT, WA   98030"
HIGHWAY TIGER EXPRESS INC,3767268,MC-1343512,"710 W HUNTINGTON COMMONS RD APT 2B
 
 MT PROSPECT, IL   60056"
HF ENTERPRISES LLC,3403841,MC-1417520,"541 W ARMOUR AVE
 
 MILWAUKEE, WI   53207-5831"
HER-FLO TRANSPORT LLC,2849431,MC-1411508,"12617 LANSDALE CIR
 
 STANTON, CA   90680"
HERFER TRUCKING CORP,3871027,MC-1417246,"19921 DOTHAN RD
 
 CUTLER BAY, FL   33157"
HER WHEELZ TRUCKING LLC,3801939,MC-1368812,"12294 BREWSTER DR
 
 MORENO VALLEY, CA   92555"
HENSLEY FAMILY TRANSPORT LLC,3773867,MC-1348335,"3706 CHEEKWOOD DR
 
 KINGSPORT, TN   37660"
HENROLE EXPRESS LLC,3847929,MC-1401601,"13328 WESTHEIMER RD APT 8204
 
 HOUSTON, TX   77077"
HENDERSON EXCAVATIONS LLC,3704845,MC-1390587,"506 DESERT LN
 
 PRINCETON, TX   75407"
HENCO TRANSPORTATION LTD,1054350,MC-1415743,"935 ROUTE 395
 
 ANFIELD, NB   E7G 3V4"
HEAVY D LLC,3855538,MC-1406756,"W7671 DUNNING RD
 
 PARDEEVILLE, WI   53954"
HEAPS HAULING LLC,3870426,MC-1416848,"4707 W ALAMOSA ST
 
 BOISE, ID   83703"
HEALTHY LIVING HOUSING INC,3859081,MC-1411611,"10740 N PRESERVE WAY APT 105
 
 MIRAMAR, FL   33025-6568"
HCT TRUCKING LLC,3831212,MC-1389848,"269 HEMPSTEAD DR
 
 SOMERSET, NJ   08873"
HAYWOOD LOGISTICS LLC,3864116,MC-1412537,"17800 NORTHLAND PARK CT STE 100
 
 SOUTHFIELD, MI   48075"
HAYRE LOGISTICS INC,3853100,MC-1405089,"2812 TAPO RIDGE DR
 
 BAKERSFIELD, CA   93313"
HAWK TRANSPORT SYSTEMS LLC,3868887,MC-1415802,"1338 PIEDMONT DR
 
 MANSFIELD, TX   76063"
HAULINER LLC,3863924,MC-1412411,"6611 E MAYO BLVD UNIT 3053
 
 PHOENIX, AZ   85054"
HARTZWAY TRANSPORTATION AND TRUCKING LLC,3708177,MC-1300317,"1320 NE 17TH ST
 
 OKLAHOMA CITY, OK   73111"
HARRISON LOGISTICS & FREIGHT LLC,3868029,MC-1415255,"918 N 59TH AVE
 
 PENSACOLA, FL   32506"
HARMAN TRANSPORTATION LLC,3868965,MC-1415859,"6338 SNIDER RD UNIT 79
 
 MASON, OH   45040"
HARD TIMES LLC,3506631,MC-1170831,"7043 INNER PERIMETER RD
 
 VALDOSTA, GA   31601"
HAO EXPRESS INC,3852292,MC-1404551,"8643 MANSFIELD AVE
 
 BURBANK, IL   60459"
HAMMERED DOWN TRANSPORTATION LLC,3868904,MC-1415812,"810 TESTIE LN
 
 SUMMERVILLE, SC   29486"
HAMLET'S TRANSFER LLC,3866831,MC-1414427,"2435 PINPOINT DR
 
 SPRING, TX   77373"
HALLERT TRANSPORT LTD,3532250,MC-1176313,"33708 HALLERT ROAD
 
 ABBOTSFORD, BC   V4X 1W9"
HALDING CORNEJO,2790774,MC-1366410,"2121 MARSH LANE APT 1503
 
 CARROLLTON, TX   75006"
HAGGIS TRUCKING LLC,3865577,MC-1413580,"3144 W GROVERS AVE
 
 PHOENIX, AZ   85053"
H&M LOGESTICE LLC,3781822,MC-1354087,"1615 HAWTHORNE LN
 
 PLANO, TX   75074"
H&G FIREWOOD LLC,3289328,MC-1357324,"106 INDIGO TRAIL
 
 GILMER, TX   75645"
H & H TRANSPORT LLC,3856933,MC-1407684,"9325 SAN LUIS AVE APT B
 
 SOUTH GATE, CA   90280"
GVP LLC,3806354,MC-1371947,"5855 WILLARD ST
 
 LAS VEGAS, NV   89122"
GUZMAN TRUCKING LLC,3868201,MC-1415372,"904 E 14TH ST
 
 GRAND ISLAND, NE   68801"
GURMULIYA TRANS INC,3817008,MC-1379776,"3230 ARENA BLVD STE 245 PMB 378
 
 SACRAMENTO, CA   95834"
GUARDIAN LOGISTICS GROUP LLC,3868220,MC-1415385,"1840 DEER CREEK RD STE 200
 
 MONUMENT, CO   80132"
GT LOGISTICS LLC,3869113,MC-1415955,"49 S WHITNEY ST
 
 KANSAS CITY, MO   64119"
GSM LOGISTICS LLC,3649190,MC-1257163,"16797 W MESQUITE DR
 
 GOODYEAR, AZ   85338"
GS SHIPMENTS LLC,3811355,MC-1375626,"116 RANCH DR
 
 NEWPORT NEWS, VA   23608"
GREENTEK SOLUTIONS LLC,3853968,MC-1405690,"12315 PARC CREST DR STE 160
 
 STAFFORD, TX   77477"
GREEN WAY TRANSPORTATION LLC,3868960,MC-1415855,"4707 CHEVY CHASE DR APT 201
 
 CHEVY CHASE, MD   20815"
GREEN DRAGON TRUCKING LLC,3797139,MC-1415581,"2405 RANDOLPH RD
 
 PASADENA, TX   77503"
GRB VARIETY INC,3808736,MC-1373665,"1986 TEEHAN LN
 
 BALDWIN, NY   11510"
GRANTS ON THE GO TRANSPORTATION SERVICE LLC,3670832,MC-1272812,"7843 BLAND LN
 
 MEMPHIS, TN   38133"
GRAND VALLEY TOWING LLC,2368566,MC-1409975,"3300 24TH AVE
 
 HUDSONVILLE, MI   49426"
GPS FREIGHT LLC,3611451,MC-1230262,"20602 MERIDIAN AVE S
 
 LYNNWOOD, WA   98036"
GP QUICK LOGISTIC INC,3826534,MC-1386559,"15021 BENNETT PL
 
 HOLLAND, PA   18966"
GORILLA LOGISTICS LLC,3868604,MC-1415620,"6316 S 301ST ST
 
 AUBURN, WA   98001"
GOOD 2 BE TRUCKING LLC,3853574,MC-1405421,"410 COVE PL
 
 ATLANTA, GA   30339"
GONZALEZ TRANSPORTATION LLC,3810350,MC-1374881,"2315 IDA WAY
 
 WEST PALM BCH, FL   33415"
GONZALEZ DUMP TRUCKING LLC,3868775,MC-1415732,"2256 BLUE FESCUE CT
 
 COLORADO SPGS, CO   80915"
GOLDEN MERCURY TRANSPORT LLC,3867762,MC-1415068,"1312 NE 48TH CIR
 
 VANCOUVER, WA   98663"
GOLDEN ERA LOGISTICS LLC,3414751,MC-1414574,"3631 E 60TH ST
 
 HUNTINGTON PK, CA   90255-3218"
GOLDEN CHAIN TRANSPORT INC,3868571,MC-1415603,"1416 CAROL ST APT B
 
 PARK RIDGE, IL   60068"
GOLD STAR TRANSPORT LLC,3156848,MC-1417290,"2202 METAIRIE CT
 
 LEAGUE CITY, TX   77573"
GOAT ENTERPRISES,3047225,MC-47915,"12510 SILVERSMINE
 
 HOUSTON, TX   77014"
GNP TRANSPORT INC,3839518,MC-1395773,"1055 W BLAINE ST APT 18
 
 RIVERSIDE, CA   92507"
GMA LOGISTICS CAPITAL LLC,3805750,MC-1371519,"4787 WESTMINSTER LN
 
 BROADVIEW HTS, OH   44147"
GLOBAL X TRANSPORT LLC,3871057,MC-1417262,"7104 SYLVIA PLATH DR
 
 LAREDO, TX   78041"
